ClienteID,CPF_CNPJ,NomeCliente,UF,DataCadastro
CLI001954,10718541834,Cliente 1954,SC,2023-11-04
CLI001955,27308406100,Cliente 1955,AM,2024-09-01
CLI001956,91163941823,Cliente 1956,RS,2025-06-01
CLI001957,65841064383,Cliente 1957,PA,2025-04-12
CLI001958,93325903116,Cliente 1958,SP,2023-10-06
CLI001959,14026363414,Cliente 1959,RS,2024-04-07
CLI001960,36332500968,Cliente 1960,BA,2025-06-16
CLI001961,80851872948,Cliente 1961,PA,2023-06-30
CLI001962,16535408773,Cliente 1962,RS,2025-04-13
CLI001963,43381978888,Cliente 1963,SC,2023-06-20
CLI001964,93314305897,Cliente 1964,PE,2023-10-14
CLI001965,88099404763,Cliente 1965,CE,2024-03-10
CLI001966,80305374020,Cliente 1966,RN,2025-03-21
CLI001967,26894202255,Cliente 1967,DF,2023-04-29
CLI001968,67442742917,Cliente 1968,SC,2023-08-01
CLI001969,61232281871,Cliente 1969,RS,2024-07-29
CLI001970,96934381839,Cliente 1970,GO,2025-04-21
CLI001971,10212365008,Cliente 1971,ES,2023-09-05
CLI001972,83478205586,Cliente 1972,RS,2023-01-20
CLI001973,87291081783,Cliente 1973,RJ,2023-04-09
CLI001974,68414251707,Cliente 1974,GO,2024-01-22
CLI001975,24527902961,Cliente 1975,RS,2023-06-02
CLI001976,77217772426,Cliente 1976,RS,2024-09-02
CLI001977,70480438429,Cliente 1977,PA,2024-11-27
CLI001978,32250018162,Cliente 1978,RJ,2025-04-25
CLI001979,23819230038,Cliente 1979,PA,2024-10-09
CLI001980,36842943128,Cliente 1980,BA,2025-06-21
CLI001981,41780760254,Cliente 1981,BA,2024-04-22
CLI001982,74749551616,Cliente 1982,SP,2025-02-06
CLI001983,48955002833,Cliente 1983,ES,2024-04-15
CLI001984,61808064469,Cliente 1984,AM,2024-06-13
CLI001985,93971588740,Cliente 1985,RN,2025-01-31
CLI001986,79069673314,Cliente 1986,PR,2023-03-22
CLI001987,83499743034,Cliente 1987,CE,2024-11-14
CLI001988,43761880570,Cliente 1988,PR,2024-06-19
CLI001989,43379373860,Cliente 1989,PE,2023-01-09
CLI001990,89345404039,Cliente 1990,RS,2025-01-19
CLI001991,35413568493,Cliente 1991,GO,2025-05-25
CLI001992,11848531274,Cliente 1992,SC,2023-02-03
CLI001993,48103176597,Cliente 1993,SP,2023-03-22
CLI001994,68303652668,Cliente 1994,RJ,2025-04-26
CLI001995,17074807083,Cliente 1995,BA,2023-04-22
CLI001996,46382103478,Cliente 1996,RS,2024-08-21
CLI001997,35662247564,Cliente 1997,ES,2023-04-07
CLI001998,20922080441,Cliente 1998,ES,2023-05-16
CLI001999,98461214016,Cliente 1999,CE,2023-01-16
CLI002000,36199638270,Cliente 2000,SC,2023-07-09
